,bottleneck_unit_0,epoch
5578,0.23897849,0
5629,0.0,0
5775,0.0,0
5784,0.13731802,0
5812,0.0,0
5874,0.0,0
5920,0.2291662,0
5937,0.0,0
5994,0.0,0
6120,0.0,0
6178,0.054733053,0
6188,0.0,0
6332,0.0,0
6345,0.25606894,0
6413,0.0,0
6435,0.0,0
6490,0.06917942,0
6499,0.0039514173,0
6522,0.0,0
6528,0.0,0
6567,0.1685898,0
6728,0.0,0
6731,0.0,0
6793,0.050072357,0
6796,0.0,0
6953,0.0,0
6959,0.0,0
6960,0.0,0
6966,0.0,0
7012,0.0,0
7045,0.1609629,0
7088,0.0,0
7111,0.0,0
7174,0.0,0
7278,0.03485505,0
7279,0.0,0
7281,0.08033231,0
7315,0.0,0
7349,0.14831817,0
7375,0.0,0
7383,0.0,0
7393,0.0,0
7421,0.06795875,0
7479,0.0,0
7533,0.0047863577,0
7537,0.0,0
7552,0.0,0
7555,0.0029975625,0
7701,0.0,0
7716,0.0,0
7732,0.0,0
7799,0.0,0
7837,0.0,0
7868,0.14186859,0
7903,0.0,0
7904,0.0,0
7925,0.0,0
8021,0.0,0
8041,0.0,0
8068,0.0,0
8070,0.0,0
8074,0.22784473,0
8104,0.18640526,0
8105,0.106612,0
8201,0.053025436,0
8246,0.38236654,0
8315,0.0,0
8316,0.0,0
8377,0.0,0
8500,0.0,0
8543,0.0,0
8546,0.0,0
8585,0.0,0
8607,0.0,0
8636,0.0,0
8639,0.0,0
8685,0.0,0
8855,0.0,0
8875,0.15718235,0
8937,0.14362836,0
9009,0.0,0
9040,0.0,0
9096,0.22529629,0
9146,0.075526774,0
9241,0.0,0
9291,0.0,0
9364,0.0,0
9413,0.0,0
9448,0.0,0
9470,0.0,0
9637,0.0,0
9638,0.0,0
9780,0.026995955,0
9796,0.18746373,0
9818,0.2258244,0
9833,0.0,0
9838,0.0,0
9859,0.0,0
9930,0.06377109,0
9960,0.0,0
9991,0.0,0
9998,0.0,0
10023,0.0,0
10049,0.0,0
10117,0.0,0
10153,0.0,0
10312,0.0,0
10361,0.0,0
10414,0.0,0
10438,0.0,0
10506,0.0,0
10528,0.0,0
10583,0.033740297,0
10599,0.0,0
10668,0.0,0
10670,0.0,0
10674,0.0,0
10739,0.0,0
10765,0.5310392,0
10772,0.21489012,0
10808,0.0,0
10821,0.0,0
10830,0.0,0
10871,0.22782366,0
10924,0.0,0
10947,0.0,0
10959,0.1296226,0
10999,0.0,0
11003,0.0,0
11023,0.18035437,0
11129,0.0,0
11210,0.0,0
11226,0.0,0
11230,0.30125412,0
11261,0.01922531,0
11271,0.0,0
11312,0.0,0
11317,0.19272064,0
11360,0.032129854,0
11386,0.0,0
11424,0.0,0
11471,0.02506109,0
11483,0.0,0
11524,0.0,0
11556,0.0,0
11589,0.0,0
11709,0.0,0
11728,0.0,0
11745,0.0,0
11801,0.0,0
11837,0.0,0
11851,0.0,0
11859,0.0,0
11874,0.15872349,0
11936,0.42188224,0
11947,0.0,0
12019,0.0,0
12033,0.07079554,0
12053,0.11481337,0
12098,0.0,0
12182,0.0,0
12186,0.0,0
12326,0.15210734,0
12382,0.0,0
12410,0.05062732,0
12455,0.0,0
12473,0.0,0
12504,0.06989094,0
12533,0.05050304,0
12608,0.0,0
12635,0.05521513,0
12658,0.0,0
12700,0.0,0
12752,0.26550707,0
12811,0.0,0
12874,0.0,0
12935,0.073419064,0
12947,0.0,0
12960,0.0,0
12982,0.0,0
12992,0.0,0
12996,0.0,0
13016,0.0,0
13085,0.0,0
13161,0.09166425,0
13213,0.17247139,0
13214,0.0,0
13266,0.045255926,0
13289,0.0,0
13336,0.0,0
13353,0.0,0
13458,0.0,0
13460,0.0,0
13585,0.0,0
13610,0.0,0
13666,0.0,0
13726,0.0,0
13736,0.0,0
13745,0.0,0
13756,0.4626469,0
13788,0.0010682953,0
13844,0.0,0
13856,0.0,0
13870,0.0,0
13872,0.0,0
13878,0.3274132,0
13949,0.12460532,0
14013,0.0,0
14034,0.0,0
14168,0.0,0
14175,0.0,0
14181,0.0,0
14282,0.0,0
14302,0.061506417,0
14406,0.0,0
14488,0.0,0
14528,0.036168244,0
14548,0.020925488,0
14557,0.0,0
14561,0.0,0
14568,0.0,0
14605,0.0,0
14642,0.0,0
14662,0.0,0
14759,0.0,0
14762,0.21909979,0
14892,0.0,0
14969,0.0,0
15087,0.0,0
15160,0.0,0
15237,0.00038342265,0
15278,0.04304695,0
15320,0.0,0
15411,0.0,0
15461,0.0,0
15467,0.0,0
15496,0.0,0
15552,0.0,0
15594,0.0,0
15606,0.03321974,0
15661,0.0,0
15664,0.0,0
15685,0.0,0
15766,0.0,0
15783,0.016107326,0
15795,0.0,0
15848,0.11735447,0
15868,0.0,0
15954,0.07009797,0
15968,0.24398279,0
15983,0.0,0
16005,0.0,0
16031,0.10048358,0
16179,0.0,0
16234,0.07277554,0
16260,0.0,0
16298,0.0,0
16370,0.0,0
16485,0.0,0
16521,0.0,0
16538,0.007986484,0
16552,0.0,0
16602,0.1927013,0
16661,0.08081089,0
16676,0.08267686,0
16709,0.0,0
16739,0.0,0
16783,0.0,0
16805,0.0,0
16846,0.0,0
16897,0.0,0
17021,0.0,0
17100,0.0,0
17113,0.0,0
17154,0.048174452,0
17176,0.17521001,0
17249,0.0,0
17319,0.0,0
17350,0.0,0
17375,0.16606456,0
17394,0.004545215,0
17407,0.0,0
17433,0.0,0
17537,0.0,0
17539,0.0,0
17594,0.0,0
17664,0.0,0
17675,0.0,0
17714,0.0,0
17729,0.16308923,0
17801,0.0,0
17856,0.0,0
17860,0.21575056,0
17861,0.0,0
17888,0.12687162,0
17980,0.0,0
18064,0.0,0
18130,0.24348463,0
18143,0.0,0
18151,0.0,0
18213,0.0,0
18270,0.0,0
18273,0.16834226,0
18360,0.0042105215,0
18536,0.0,0
18563,0.22920436,0
18787,0.0,0
18873,0.033800956,0
18902,0.0,0
18944,0.07520992,0
18969,0.0,0
18977,0.0,0
19021,0.0,0
19031,0.28043896,0
19118,0.0,0
19133,0.0,0
19135,0.18970029,0
19234,0.0,0
19236,0.0,0
19252,0.29350245,0
19253,0.05033997,0
19293,0.0,0
19318,0.0,0
19333,0.0,0
19375,0.085132785,0
19382,0.021130852,0
19405,0.0,0
19410,0.0,0
19430,0.0,0
19610,0.08078967,0
19678,0.0,0
19708,0.0,0
19771,0.0,0
19773,0.0,0
19780,0.0,0
19801,0.0,0
19879,0.30411333,0
19960,0.0,0
19962,0.0,0
19991,0.0,0
19995,0.0,0
19999,0.0,0
20008,0.0,0
20027,0.0,0
20037,0.0,0
20085,0.0,0
20134,0.0,0
20146,0.0,0
20174,0.0,0
20195,0.15708256,0
20204,0.0,0
20209,0.0,0
20260,0.19992936,0
20263,0.0,0
20279,0.0,0
20284,0.0,0
20298,0.0,0
20303,0.0,0
20342,0.0,0
20375,0.0,0
20383,0.0,0
20410,0.0,0
20413,0.0,0
20414,0.0,0
20438,0.0,0
20468,0.17529863,0
20472,0.14122386,0
20493,0.19670539,0
20531,0.0,0
20537,0.13145168,0
20644,0.0,0
20672,0.0,0
20780,0.0,0
20838,0.018116618,0
20867,0.0,0
20878,0.0,0
20894,0.0,0
20957,0.0,0
20968,0.0,0
21084,0.22507565,0
21101,0.0,0
21166,0.0,0
21191,0.1486402,0
21237,0.0,0
21287,0.12744823,0
21334,0.0,0
21346,0.0,0
21424,0.0,0
21430,0.0,0
21435,0.0,0
21440,0.016707279,0
21446,0.022838943,0
21483,0.0,0
21571,0.0,0
21643,0.09568274,0
21651,0.0,0
21662,0.062044553,0
21696,0.0,0
21698,0.015460098,0
21777,0.10004303,0
21890,0.0,0
21898,0.0,0
21901,0.0,0
21935,0.0,0
21942,0.0,0
21998,0.0,0
22023,0.0,0
22025,0.28841513,0
22030,0.0,0
22045,0.06328885,0
22068,0.0,0
22136,0.0,0
22207,0.0,0
22229,0.0,0
22342,0.0,0
22463,0.0,0
22472,0.0,0
22534,0.009887011,0
22543,0.0,0
22545,0.0,0
22598,0.0,0
22603,0.0,0
22748,0.0,0
22791,0.0,0
22796,0.0,0
22845,0.0,0
22867,0.0,0
22912,0.0,0
22913,0.1903114,0
22918,0.0,0
22952,0.0,0
22986,0.0,0
23011,0.0,0
23110,0.33690685,0
23156,0.0,0
23318,0.0,0
23401,0.02320936,0
23456,0.0,0
23496,0.0,0
23564,0.0,0
23640,0.09241617,0
23652,0.0,0
23653,0.0,0
23767,0.0,0
23785,0.23408452,0
23800,0.12523991,0
23811,0.0,0
23819,0.29084498,0
23850,0.12918724,0
23857,0.0,0
23901,0.29527444,0
23949,0.0,0
23977,0.0,0
23983,0.0,0
24059,0.0,0
24102,0.0,0
24132,0.0,0
24205,0.0,0
24219,0.0,0
24230,0.26963413,0
24326,0.0,0
24356,0.22767083,0
24449,0.0,0
24530,0.0,0
24641,0.0,0
24675,0.03764476,0
24730,0.0,0
24782,0.0,0
24840,0.0,0
24871,0.0,0
24915,0.040762696,0
24919,0.17889911,0
24945,0.0,0
24983,0.0,0
24987,0.1526793,0
25035,0.0,0
25044,0.0,0
25186,0.0,0
25208,0.0,0
25284,0.03348659,0
25336,0.0,0
25420,0.0,0
25421,0.30344754,0
25476,0.0,0
25510,0.0,0
25552,0.0,0
25610,0.0,0
25652,0.0,0
25668,0.0,0
25707,0.0,0
25732,0.0,0
25973,0.0,0
25990,0.10932035,0
26008,0.0,0
26051,0.0,0
26092,0.031149823,0
26099,0.0,0
26108,0.0,0
26161,0.0,0
26166,0.24277459,0
26189,0.0,0
26355,0.0,0
26429,0.0,0
26486,0.24242173,0
26499,0.044128172,0
26508,0.00087727857,0
26516,0.0,0
26543,0.0,0
26566,0.061303705,0
26569,0.0,0
26736,0.0,0
26771,0.27201682,0
26826,0.0,0
26924,0.0,0
26935,0.0,0
26964,0.0,0
26979,0.0,0
26998,0.0,0
26999,0.44570473,0
27030,0.0,0
27048,0.0,0
27093,0.009550133,0
27125,0.0,0
27183,0.0,0
27234,0.051971782,0
27239,0.0,0
27284,0.0,0
27342,0.0,0
27405,0.0,0
27431,0.0,0
27571,0.33418366,0
27590,0.0,0
27592,0.064024314,0
27645,0.0,0
27711,0.0,0
27712,0.12538728,0
27725,0.0072091804,0
27734,0.0018817779,0
27791,0.10501469,0
27804,0.0,0
27873,0.08029017,0
27943,0.0,0
28031,0.0,0
28059,0.0,0
28081,0.0,0
28387,0.00335223,0
28431,0.0,0
28449,0.24804235,0
28560,0.0,0
28602,0.0,0
28629,0.0,0
28680,0.0,0
28767,0.0,0
28830,0.2671465,0
28949,0.0,0
28997,0.04688219,0
29063,0.0,0
29093,0.0,0
29135,0.0,0
29215,0.0,0
29217,0.0,0
29275,0.034289278,0
29308,0.0,0
29344,0.0,0
29375,0.0,0
29380,0.21167716,0
29401,0.0,0
29593,0.0,0
29618,0.0,0
29660,0.0,0
29707,0.063337654,0
29777,0.0,0
29786,0.0,0
29819,0.16588482,0
29826,0.0,0
29968,0.05428724,0
30139,0.0,0
30172,0.0012265382,0
30181,0.1529382,0
30235,0.0,0
30283,0.0,0
30294,0.0,0
30380,0.0,0
30395,0.0,0
30423,0.088728465,0
30439,0.07156172,0
30637,0.0,0
30654,0.0,0
30668,0.0,0
30677,0.0,0
30687,0.0,0
30700,0.17021446,0
30727,0.0,0
30734,0.0,0
30801,0.19607075,0
30806,0.0,0
30843,0.0,0
30979,0.0,0
31143,0.0,0
31164,0.0,0
31188,0.0,0
31205,0.0,0
31259,0.0,0
31276,0.0,0
31523,0.0,0
31554,0.16039264,0
31573,0.0,0
31588,0.0,0
31602,0.0,0
31611,0.0,0
31619,0.0,0
31702,0.0,0
31767,0.032502443,0
31777,0.0,0
31790,0.12979984,0
31795,0.0,0
31838,0.0,0
31846,0.0,0
31893,0.00919907,0
31916,0.0,0
31985,0.22635356,0
31998,0.0,0
32038,0.024445515,0
32097,0.0,0
32138,0.0,0
32160,0.4402533,0
32162,0.0,0
32174,0.20596397,0
32245,0.0,0
32264,0.0,0
32271,0.0,0
32328,0.0,0
32408,0.0,0
32413,0.0,0
32430,0.3046892,0
32446,0.0,0
32456,0.16158894,0
32494,0.0,0
32552,0.0,0
32563,0.0,0
32583,0.0,0
32609,0.0,0
32626,0.0,0
32725,0.0,0
32747,0.0,0
32833,0.0,0
32942,0.0,0
32951,0.0,0
32959,0.010352117,0
32969,0.0,0
33014,0.0,0
33129,0.0,0
33148,0.0,0
33193,0.0,0
33257,0.0,0
33283,0.0,0
33290,0.26441854,0
33402,0.042750884,0
33471,0.06433224,0
33643,0.0,0
33653,0.0,0
33693,0.18601808,0
33697,0.0,0
33791,0.0,0
33833,0.045391016,0
33869,0.0,0
33894,0.0,0
33928,0.11105705,0
33941,0.0,0
33969,0.0,0
34007,0.0,0
34245,0.0,0
34332,0.0,0
34388,0.0,0
34412,0.0,0
34485,0.0,0
34503,0.07822428,0
34548,0.07339069,0
34556,0.007942905,0
34672,0.0,0
34763,0.0,0
34792,0.0,0
34816,0.07112447,0
34862,0.08191024,0
34863,0.0,0
34894,0.0,0
34910,0.0,0
34991,0.12701492,0
35007,0.0,0
35033,0.0,0
35040,0.27518377,0
35043,0.0,0
35068,0.0,0
35080,0.0,0
35093,0.0,0
35100,0.07039389,0
35105,0.0,0
35149,0.07461323,0
35210,0.25364244,0
35241,0.0,0
35271,0.0,0
35308,0.0,0
35350,0.32275575,0
35389,0.0,0
35511,0.0,0
35638,0.0,0
35643,0.0,0
35663,0.0,0
35675,0.0,0
35702,0.0,0
35710,0.0,0
35712,0.0,0
35728,0.0,0
35736,0.12309245,0
35866,0.040510595,0
35906,0.0,0
35964,0.098655775,0
35980,0.0,0
35997,0.0,0
36002,0.1722476,0
36026,0.0,0
36035,0.0,0
36096,0.048859395,0
36102,0.0,0
36115,0.3051025,0
36130,0.0,0
36160,0.0,0
36167,0.08765739,0
36170,0.0,0
36192,0.0,0
36232,0.0,0
36298,0.029797994,0
36397,0.17572221,0
36429,0.0,0
36432,0.0,0
36476,0.0,0
36516,0.020601,0
36610,0.0,0
36630,0.0,0
36639,0.16503914,0
36643,0.5113791,0
36775,0.21306758,0
36861,0.0,0
36865,0.0,0
36893,0.0,0
36910,0.09367574,0
37030,0.0,0
37031,0.0,0
37053,0.0,0
37172,0.24782637,0
37202,0.16347998,0
37232,0.0,0
37248,0.15544982,0
37260,0.0,0
37264,0.0,0
37268,0.0,0
37301,0.0,0
37307,0.0,0
37417,0.0,0
37553,0.0,0
37576,0.0,0
37628,0.02883036,0
37709,0.0,0
37714,0.0,0
37737,0.0,0
37760,0.0,0
37773,0.0,0
37836,0.0,0
37874,0.1862448,0
37916,0.0,0
37920,0.0,0
37927,0.0,0
37941,0.20288995,0
38018,0.0,0
38090,0.0,0
38262,0.31979054,0
38272,0.0,0
38280,0.0,0
38283,0.0,0
38288,0.0,0
38381,0.0,0
38387,0.07652667,0
38411,0.0,0
38490,0.0,0
38505,0.19544056,0
38521,0.0,0
38533,0.0,0
38574,0.0,0
38620,0.0,0
38630,0.0,0
38634,0.13182601,0
38662,0.0,0
38693,0.0,0
38729,0.0,0
38737,0.11606097,0
38741,0.0,0
38786,0.0,0
38839,0.061041474,0
38898,0.0,0
38967,0.0,0
38982,0.0,0
39002,0.0,0
39021,0.025123622,0
39028,0.008179358,0
39100,0.39907545,0
39129,0.0,0
39177,0.0,0
39179,0.0,0
39223,0.15931647,0
39276,0.30243656,0
39412,0.31340244,0
39436,0.0,0
39510,0.0,0
39549,0.0,0
39568,0.0,0
39594,0.06681777,0
39623,0.0,0
39641,0.0,0
39687,0.0,0
39704,0.0,0
39708,0.13101232,0
39718,0.0,0
39733,0.04596317,0
39762,0.0,0
39766,0.0,0
39781,0.0,0
39791,0.0015799765,0
39827,0.0,0
39845,0.0,0
40232,0.0,0
40374,0.0,0
40417,0.01044605,0
40455,0.0,0
40505,0.0,0
40508,0.0060724476,0
40512,0.0,0
40566,0.0,0
40602,0.0,0
40610,0.17896897,0
40700,0.0,0
40754,0.0,0
40804,0.0,0
40860,0.0,0
40987,0.13513266,0
40992,0.0,0
41005,0.0,0
41020,0.12016751,0
41078,0.0,0
41116,0.017651984,0
41117,0.0,0
41121,0.0,0
41146,0.0,0
41206,0.06665821,0
41238,0.0,0
41271,0.0,0
41288,0.22464548,0
41303,0.11576488,0
41313,0.0,0
41329,0.0,0
41333,0.0,0
41371,0.1596853,0
87,0.049724832,1
118,0.0,1
165,0.0,1
199,0.1848332,1
306,0.0,1
368,0.0,1
410,0.0,1
464,0.06311837,1
484,0.0,1
497,0.0,1
560,0.0,1
718,0.0,1
730,0.0,1
737,0.0,1
756,0.7069952,1
757,0.0,1
782,0.43379351,1
835,0.31667197,1
845,0.26846397,1
857,0.0,1
975,0.0,1
1016,0.0,1
1061,0.0,1
1073,0.34406844,1
1097,0.14061987,1
1205,0.24775401,1
1217,0.0,1
1267,0.0,1
1320,0.07379137,1
1340,0.6259694,1
1416,0.41116244,1
1493,0.0,1
1501,0.0,1
1551,0.0,1
1562,0.0,1
1620,0.0,1
1639,0.0,1
1681,0.0,1
1728,0.0,1
1747,0.22117606,1
1827,0.24312402,1
2059,0.0,1
2070,0.5116,1
2152,0.0,1
2166,0.0,1
2220,0.0,1
2233,0.48550752,1
2249,0.0,1
2304,0.049233794,1
2305,0.0,1
2308,0.0,1
2345,0.0,1
2388,0.0,1
2423,0.75187993,1
2476,0.0,1
2480,0.0,1
2488,0.0,1
2532,0.0,1
2578,0.0,1
2621,0.0,1
2625,0.0,1
2657,0.0,1
2712,0.0,1
2739,0.0,1
2767,0.07906817,1
2787,0.0,1
2831,0.0,1
2836,0.0,1
2852,0.0,1
2871,0.23215032,1
2965,0.166492,1
2967,0.22980256,1
3017,0.14941324,1
3024,0.0,1
3029,0.0,1
3064,0.0,1
3095,0.0,1
3099,0.0,1
3202,0.0,1
3215,0.0,1
3257,0.0,1
3259,0.0,1
3266,0.0,1
3270,0.0,1
3278,0.0,1
3288,0.0,1
3340,0.0,1
3351,0.0,1
3377,0.014631354,1
3442,0.0,1
3516,0.80356055,1
3529,0.0,1
3541,0.0,1
3559,0.04408731,1
3693,0.28641135,1
3697,0.0,1
3781,0.0,1
3783,0.59112126,1
3850,0.0,1
3856,0.2655278,1
3881,0.0,1
3911,0.6094668,1
3912,0.73002994,1
3926,0.047256384,1
3977,0.0,1
4045,0.109651595,1
4050,0.5729341,1
4102,0.0,1
4108,0.0,1
4206,0.0,1
4209,0.2525962,1
4250,0.0,1
4386,0.0,1
4431,0.3224622,1
4451,0.0,1
4464,0.39347965,1
4679,0.0,1
4788,0.0,1
4792,0.0,1
4827,0.0,1
4858,0.08583376,1
4879,0.0,1
4953,0.0,1
4996,0.11997164,1
5009,0.0,1
5016,0.0,1
5117,0.3725792,1
5175,0.0,1
5193,0.0,1
5199,0.13906229,1
5205,0.0,1
5214,0.25791723,1
5243,0.21921578,1
5261,0.56780773,1
5272,0.0,1
5279,0.058265693,1
5380,0.073461756,1
5428,0.0,1
5566,0.0,1
5578,0.61264974,1
5629,0.0,1
5775,0.0,1
5784,0.4860748,1
5812,0.0,1
5874,0.0,1
5920,0.49037033,1
5937,0.0,1
5994,0.0,1
6120,0.0,1
6178,0.033573393,1
6188,0.0,1
6332,0.0,1
6345,0.84958553,1
6413,0.0,1
6435,0.0,1
6490,0.2931702,1
6499,0.056241285,1
6522,0.0,1
6528,0.0,1
6567,0.47453216,1
6728,0.0,1
6731,0.0,1
6793,0.11690282,1
6796,0.29780126,1
6953,0.04228806,1
6959,0.0,1
6960,0.0,1
6966,0.0,1
7012,0.0,1
7045,0.2653656,1
7088,0.0,1
7111,0.20239013,1
7174,0.0,1
7278,0.28806165,1
7279,0.0,1
7281,0.34166917,1
7315,0.022097642,1
7349,0.38198847,1
7375,0.046186056,1
7383,0.0,1
7393,0.0,1
7421,0.23720019,1
7479,0.31797835,1
7533,0.16425008,1
7537,0.0,1
7552,0.0,1
7555,0.22164896,1
7701,0.0,1
7716,0.0,1
7732,0.0,1
7799,0.0,1
7837,0.23269872,1
7868,0.048377942,1
7903,0.0,1
7904,0.0,1
7925,0.0,1
8021,0.0,1
8041,0.0,1
8068,0.0,1
8070,0.0,1
8074,0.37966082,1
8104,0.4401737,1
8105,0.3032992,1
8201,0.69304746,1
8246,0.8263394,1
8315,0.0,1
8316,0.0,1
8377,0.0,1
8500,0.0,1
8543,0.0,1
8546,0.0,1
8585,0.0,1
8607,0.0,1
8636,0.0,1
8639,0.0,1
8685,0.0,1
8855,0.0,1
8875,0.42787653,1
8937,0.24214871,1
9009,0.0,1
9040,0.0,1
9096,0.4496937,1
9146,0.35558715,1
9241,0.0,1
9291,0.0,1
9364,0.0,1
9413,0.0,1
9448,0.0,1
9470,0.0,1
9637,0.0,1
9638,0.069938175,1
9780,0.0,1
9796,0.4360414,1
9818,0.37487853,1
9833,0.0,1
9838,0.049520377,1
9859,0.0,1
9930,0.1331462,1
9960,0.22235377,1
9991,0.0,1
9998,0.18000183,1
10023,0.0,1
10049,0.0,1
10117,0.015721846,1
10153,0.0,1
10312,0.0,1
10361,0.0,1
10414,0.06735728,1
10438,0.0,1
10506,0.0,1
10528,0.0,1
10583,0.3647945,1
10599,0.0,1
10668,0.0,1
10670,0.09637129,1
10674,0.09365982,1
10739,0.0,1
10765,1.0681927,1
10772,0.437167,1
10808,0.0,1
10821,0.0,1
10830,0.0,1
10871,0.4047817,1
10924,0.0,1
10947,0.0,1
10959,0.39466035,1
10999,0.33935595,1
11003,0.0,1
11023,0.36930925,1
11129,0.0,1
11210,0.0,1
11226,0.0,1
11230,0.7425149,1
11261,0.72887355,1
11271,0.0,1
11312,0.0,1
11317,0.45085818,1
11360,0.24490774,1
11386,0.0,1
11424,0.0,1
11471,0.047110297,1
11483,0.0,1
11524,0.0,1
11556,0.0,1
11589,0.10862479,1
11709,0.0,1
11728,0.0,1
11745,0.0,1
11801,0.0,1
11837,0.14469548,1
11851,0.0,1
11859,0.0,1
11874,0.41794834,1
11936,0.8044721,1
11947,0.0,1
12019,0.0,1
12033,0.16025116,1
12053,0.29253453,1
12098,0.0,1
12182,0.0,1
12186,0.0,1
12326,0.42543632,1
12382,0.0,1
12410,0.40227816,1
12455,0.0,1
12473,0.0,1
12504,0.0,1
12533,0.25363833,1
12608,0.0,1
12635,0.40101928,1
12658,0.0,1
12700,0.0,1
12752,0.44489825,1
12811,0.0,1
12874,0.0,1
12935,0.2110264,1
12947,0.0,1
12960,0.05874684,1
12982,0.0,1
12992,0.0,1
12996,0.0,1
13016,0.0,1
13085,0.0,1
13161,0.04374241,1
13213,0.2813879,1
13214,0.0,1
13266,0.27569506,1
13289,0.0,1
13336,0.0,1
13353,0.0,1
13458,0.0,1
13460,0.0,1
13585,0.0,1
13610,0.0,1
13666,0.0,1
13726,0.0,1
13736,0.0,1
13745,0.0,1
13756,0.9531234,1
13788,0.23676038,1
13844,0.09949752,1
13856,0.0,1
13870,0.0,1
13872,0.0,1
13878,0.5080212,1
13949,0.25417468,1
14013,0.0,1
14034,0.0,1
14168,0.0,1
14175,0.12107235,1
14181,0.0,1
14282,0.0,1
14302,0.093523204,1
14406,0.0,1
14488,0.0,1
14528,0.17934318,1
14548,0.046604764,1
14557,0.0,1
14561,0.0,1
14568,0.0,1
14605,0.0,1
14642,0.0,1
14662,0.0,1
14759,0.0,1
14762,0.5341399,1
14892,0.0,1
14969,0.0,1
15087,0.0,1
15160,0.0,1
15237,0.27383155,1
15278,0.17308162,1
15320,0.0,1
15411,0.46598813,1
15461,0.0,1
15467,0.0,1
15496,0.0,1
15552,0.0,1
15594,0.0,1
15606,0.20091997,1
15661,0.0,1
15664,0.0,1
15685,0.14217971,1
15766,0.1720782,1
15783,0.117470466,1
15795,0.0,1
15848,0.16805921,1
15868,0.0,1
15954,0.124174416,1
15968,0.43490723,1
15983,0.34488913,1
16005,0.0,1
16031,0.15866773,1
16179,0.0,1
16234,0.083331294,1
16260,0.03649627,1
16298,0.1267529,1
16370,0.0,1
16485,0.0,1
16521,0.0,1
16538,0.43437892,1
16552,0.0,1
16602,0.5282323,1
16661,0.17491108,1
16676,0.1558161,1
16709,0.0,1
16739,0.0,1
16783,0.0,1
16805,0.0,1
16846,0.0,1
16897,0.0,1
17021,0.0,1
17100,0.0,1
17113,0.0,1
17154,0.4297615,1
17176,0.2290175,1
17249,0.0,1
17319,0.0,1
17350,0.0,1
17375,0.22210288,1
17394,0.0,1
17407,0.06289581,1
17433,0.18745407,1
17537,0.0,1
17539,0.0,1
17594,0.0,1
17664,0.0,1
17675,0.0,1
17714,0.0,1
17729,0.14616534,1
17801,0.0,1
17856,0.0,1
17860,0.30904725,1
17861,0.0,1
17888,0.1342909,1
17980,0.0,1
18064,0.0,1
18130,0.7154032,1
18143,0.0,1
18151,0.0,1
18213,0.0,1
18270,0.0,1
18273,0.37871432,1
18360,0.0,1
18536,0.0,1
18563,0.40541247,1
18787,0.0,1
18873,0.11548674,1
18902,0.102495916,1
18944,0.20431072,1
18969,0.0,1
18977,0.0,1
19021,0.0,1
19031,0.67078304,1
19118,0.0,1
19133,0.0,1
19135,0.4523599,1
19234,0.0,1
19236,0.0,1
